date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:12:38	118748/118748	---MCZ	200	added ('OK')	application/font-woff	etag:%221cfdc-6182896eeedc9-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.29.0	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/15a3a.css)
10:12:38	218428/218428	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%223553c-6182896eee9e1-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.29.0	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.ttf	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/15a3a.css)
10:12:39	330200/330200	---MCZ	200	added ('OK')	image/svg+xml	etag:%22509d8-6182896eee211-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.29.0	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.svg	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/15a3a.css)
10:12:39	160294/160294	---M--	200	added ('OK')	image/jpeg	etag:%2227226-5e141bf43b633%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/7-1.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/7-1.jpg	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/15a3a.css)
10:12:39	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-6182896ef5b2a-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:39	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-6182896ef5b2a-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:39	81612/81612	---MCZ	200	added ('OK')	application/font-woff2	etag:%2213ecc-6182896ef7a6a-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:40	97804/97804	---MCZ	200	added ('OK')	application/font-woff	etag:%2217e0c-6182896ef7a6a-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:40	151368/151368	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%2224f48-6182896ef7682-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:40	749223/749223	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b6ea7-6182896ef6eb2-gzip%22	https://webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://webredox.net/demo/wp/gmag/wp-content/cache/minify/79cf1.css)
10:12:41	113364/113364	---M-Z	200	added ('OK')	text/css	etag:%2239d4-61c6c11458254%22	https://webredox.net/demo/wp/gmag/wp-content/cache/minify/54146.css	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/cache/minify/54146.css	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:41	4192/4192	---MC-	200	added ('OK')	application/rss+xml	etag:%22d4e410c6ecd4a69ead1e80a30c39f69f%22	https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/feed/	D:/blog_1/webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/feed/index.html	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:43	7548/7548	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:44%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/16	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/16.json	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:44	2486/2486	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:46%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Finnovations-that-bring-pleasure-to-all-peoples%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed8f68.json	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:12:46%20GMT	https://webredox.net/demo/wp/gmag/?p=16	D:/blog_1/webredox.net/demo/wp/gmag/index0e62.html	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:45	2931/2931	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:12:47%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Finnovations-that-bring-pleasure-to-all-peoples%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed7311	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:46	71282/71282	---M--	200	added ('OK')	image/jpeg	etag:%2211672-5e0f2f7acce1f%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/20-857x572.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/20-857x572.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:46	67987/67987	---M--	200	added ('OK')	image/jpeg	etag:%2210993-5e0f2f762d7d8%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/13-857x572.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/13-857x572.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:47	136606/136606	---M--	200	added ('OK')	image/jpeg	etag:%222159e-5e0f2f77c111b%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/15-857x572.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/15-857x572.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:47	349207/349207	---M--	200	added ('OK')	image/jpeg	etag:%2255417-5e0f2f7b49279%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/21.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/21.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:47	74166/74166	---M--	200	added ('OK')	image/jpeg	etag:%22121b6-5e0f2f7876b76%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/18.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/18.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:48	3357/3357	---M--	200	added ('OK')	image/jpeg	etag:%22d1d-5e16d511b49a0%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/2-1.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/2-1.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:49	342668/342668	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216a40-61c6c11587650%22	https://webredox.net/demo/wp/gmag/wp-content/cache/minify/77092.js	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/cache/minify/77092.js	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:49	110945/110945	---M--	200	added ('OK')	image/jpeg	etag:%221b161-5e0f2f79c95a0%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/20.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/20.jpg	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:49	3242/3242	---M-Z	200	added ('OK')	application/x-javascript	etag:%22497-61c6c115d96ee%22	https://webredox.net/demo/wp/gmag/wp-content/cache/minify/4473e.js	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/cache/minify/4473e.js	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:50	67637/67637	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:52%20GMT	https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/?replytocom=2	D:/blog_1/webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/index0e22.html	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:50	67634/67634	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:52%20GMT	https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/?replytocom=3	D:/blog_1/webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/index3094.html	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:50	67634/67634	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:52%20GMT	https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/?replytocom=4	D:/blog_1/webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/index21b4.html	(from https://webredox.net/demo/wp/gmag/innovations-that-bring-pleasure-to-all-peoples/)
10:12:50	7601/7601	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:52%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/43	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/43.json	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:51	4332/4332	---MC-	200	added ('OK')	application/rss+xml	etag:%22d4e410c6ecd4a69ead1e80a30c39f69f%22	https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/feed/	D:/blog_1/webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/feed/index.html	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:51	2506/2506	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:54%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fheres-the-proof-that-momentum-strategies-work%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embedb4a0.json	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:12:54%20GMT	https://webredox.net/demo/wp/gmag/?p=43	D:/blog_1/webredox.net/demo/wp/gmag/index4170.html	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:53	2954/2954	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:12:55%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fheres-the-proof-that-momentum-strategies-work%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embedd63a	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:53	72358/72358	---M--	200	added ('OK')	image/jpeg	etag:%2211aa6-5e0f3f35133e5%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/55-857x572.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/55-857x572.jpg	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:54	7587/7587	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:56%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/61	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/61.json	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:54	67554/67554	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:56%20GMT	https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/?replytocom=5	D:/blog_1/webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/index8e42.html	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:55	67551/67551	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:56%20GMT	https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/?replytocom=6	D:/blog_1/webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/index267f.html	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:55	67551/67551	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:12:56%20GMT	https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/?replytocom=7	D:/blog_1/webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/index41b7.html	(from https://webredox.net/demo/wp/gmag/heres-the-proof-that-momentum-strategies-work/)
10:12:55	4311/4311	---MC-	200	added ('OK')	application/rss+xml	etag:%22d4e410c6ecd4a69ead1e80a30c39f69f%22	https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/feed/	D:/blog_1/webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/feed/index.html	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:55	2471/2471	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:12:58%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fhow-maps-reshape-american-politics-in-world%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed5779.json	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:12:58%20GMT	https://webredox.net/demo/wp/gmag/?p=61	D:/blog_1/webredox.net/demo/wp/gmag/index094d.html	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:57	2916/2916	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:12:59%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fhow-maps-reshape-american-politics-in-world%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed485f	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:58	7608/7608	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:00%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/64	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/posts/64.json	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:12:58	67539/67539	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:00%20GMT	https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/?replytocom=10	D:/blog_1/webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/index6944.html	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:58	67538/67538	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:00%20GMT	https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/?replytocom=8	D:/blog_1/webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/index94a5.html	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:58	67535/67535	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:00%20GMT	https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/?replytocom=9	D:/blog_1/webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/indexfc06.html	(from https://webredox.net/demo/wp/gmag/how-maps-reshape-american-politics-in-world/)
10:12:59	4370/4370	---MC-	200	added ('OK')	application/rss+xml	etag:%22d4e410c6ecd4a69ead1e80a30c39f69f%22	https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/feed/	D:/blog_1/webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/feed/index.html	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:12:59	2510/2510	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:01%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Ffirst-prototype-flight-using-kinetic-launch-system%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed37b9.json	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:12:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:13:02%20GMT	https://webredox.net/demo/wp/gmag/?p=64	D:/blog_1/webredox.net/demo/wp/gmag/index8cd4.html	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:01	2955/2955	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:13:03%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Ffirst-prototype-flight-using-kinetic-launch-system%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embeddaeb	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:01	82668/82668	---M--	200	added ('OK')	image/jpeg	etag:%22142ec-5e131aa00426f%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/57-857x572.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/57-857x572.jpg	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:02	55988/55988	---M--	200	added ('OK')	image/jpeg	etag:%22dab4-5e131ca9332ca%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/35-758x520.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/35-758x520.jpg	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:03	171418/171418	---M-Z	200	added ('OK')	text/css	etag:%22pri1715412470;gz%22	https://webredox.net/demo/wp/gmag/wp-content/cache/minify/66101.css	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/cache/minify/66101.css	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:03	67657/67657	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:04%20GMT	https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/?replytocom=11	D:/blog_1/webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/indexa858.html	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:03	67654/67654	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:05%20GMT	https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/?replytocom=12	D:/blog_1/webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/index04d3.html	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:03	67654/67654	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2003:13:05%20GMT	https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/?replytocom=13	D:/blog_1/webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/indexfa40.html	(from https://webredox.net/demo/wp/gmag/first-prototype-flight-using-kinetic-launch-system/)
10:13:04	144181/144181	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:06%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/pages/594	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/pages/594.json	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:05	2155/2155	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:07%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fcarousel%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embedc35d.json	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:13:07%20GMT	https://webredox.net/demo/wp/gmag/?p=594	D:/blog_1/webredox.net/demo/wp/gmag/index3e9a.html	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:06	2565/2565	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:13:08%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fcarousel%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embeda657	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:07	62439/62439	---M--	200	added ('OK')	image/jpeg	etag:%22f3e7-5e15a0ae2d410%22	https://webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/52-758x520.jpg	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/uploads/2022/06/52-758x520.jpg	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:08	40167/40167	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jul%202024%2003:13:10%20GMT	https://webredox.net/demo/wp/gmag/carousel/category.html	D:/blog_1/webredox.net/demo/wp/gmag/carousel/category.html	(from https://webredox.net/demo/wp/gmag/carousel/)
10:13:09	171415/171415	---M-Z	200	added ('OK')	text/css	etag:%22pri1715412470;gz%22	https://webredox.net/demo/wp/gmag/wp-content/cache/minify/a42f5.css	D:/blog_1/webredox.net/demo/wp/gmag/wp-content/cache/minify/a42f5.css	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:10	144166/144166	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:12%20GMT	https://webredox.net/demo/wp/gmag/wp-json/wp/v2/pages/596	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/wp/v2/pages/596.json	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:11	2135/2135	---M-Z	200	added ('OK')	application/json	date:Sat,%2006%20Jul%202024%2003:13:13%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fgrid%2F	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed92a6.json	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2003:13:13%20GMT	https://webredox.net/demo/wp/gmag/?p=596	D:/blog_1/webredox.net/demo/wp/gmag/indexbc2b.html	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:12	2545/2545	---M-Z	200	added ('OK')	text/xml	date:Sat,%2006%20Jul%202024%2003:13:14%20GMT	https://webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebredox.net%2Fdemo%2Fwp%2Fgmag%2Fgrid%2F&format=xml	D:/blog_1/webredox.net/demo/wp/gmag/wp-json/oembed/1.0/embedd137	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:14	40159/40159	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jul%202024%2003:13:16%20GMT	https://webredox.net/demo/wp/gmag/grid/category.html	D:/blog_1/webredox.net/demo/wp/gmag/grid/category.html	(from https://webredox.net/demo/wp/gmag/grid/)
10:13:15	59602/59602	---M-Z	200	added ('OK')	text/html	etag:%222da2-61c8b010e6987%22	https://webredox.net/demo/wp/gmag/blog/page/3/	D:/blog_1/webredox.net/demo/wp/gmag/blog/page/3/index.html	(from https://webredox.net/demo/wp/gmag/blog/)
10:13:15	59743/59743	---M-Z	200	added ('OK')	text/html	etag:%222e28-61c8b00ee4e0f%22	https://webredox.net/demo/wp/gmag/blog/page/2/	D:/blog_1/webredox.net/demo/wp/gmag/blog/page/2/index.html	(from https://webredox.net/demo/wp/gmag/blog/)
10:13:15	53203/53203	---M-Z	200	added ('OK')	text/html	etag:%222c2e-61c8b012e61d6%22	https://webredox.net/demo/wp/gmag/blog/page/4/	D:/blog_1/webredox.net/demo/wp/gmag/blog/page/4/index.html	(from https://webredox.net/demo/wp/gmag/blog/)
